date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/06/03,6:37 PM.,20,W,SD,LAA,home,Partly Cloudy.,69,663362,1,2,1,0,0,4,0,4,27,1,2,7,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,0.144,0.086,0.198,,,1.88,0.64,0.5,,,87.0,,90.0,79.3,,0.231,0.385,0.144,,,,,,,,,,0.303,0.404,0.067,0.227,0.454,0.201,6.1,2,1,1,0,4,0,95,55,3.98,542881,Tyler Anderson,6.2,1,2,57.0,108.0,91.0,0.19,-0.77,90.6,0.265,0.513,0.224,,,,,,,,,,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024/06/04,6:40 PM.,20,W,SD,LAA,home,Clear.,73,800049,2,4,1,0,0,2,6,5,25,1,3,15,800049,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.64,33.2,95.0,98.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.345,0.416,79.0,84.0,84.0,112.0,103.0,109.0,90.0,83.0,77.0,123.0,98.0,108.0,,,,0.041,,0.337,0.127,0.103,,-4.79,1.16,-2.5,-2.61,,89.9,93.9,86.8,80.7,,,,0.364,0.818,0.083,0.216,0.333,0.25,0.429,0.571,0.35,0.429,0.429,0.083,,,,6.0,2,1,1,4,2,0,77,46,1.50,663776,Patrick Sandoval,6.0,1,7,78.0,95.0,88.0,0.392,-3.03,94.6,0.333,0.667,0.134,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/05,6:39 PM.,20,W,SD,LAA,home,Clear.,70,656302,2,3,0,0,2,7,1,6,28,1,3,6,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,,,,112.0,100.0,105.0,113.0,89.0,90.0,,0.006,0.471,,0.009,-5.11,,1.98,,-4.13,91.8,69.7,,87.2,,0.25,1.0,0.0,0.28,0.44,0.286,0.159,0.257,0.447,0.25,1.0,0.2,,,,0.2,0.267,0.385,6.0,4,3,3,1,6,2,104,66,3.51,667755,José Soriano,6.0,1,1,123.0,95.0,102.0,0.435,0.22,96.9,0.235,0.39,0.203,,,,,,,,,,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,,,,
2024/06/07,6:38 PM.,21,L,HOU,LAA,home,Clear.,68,664285,7,1,1,0,1,8,1,4,30,0,1,8,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,,0.043,0.313,0.175,,1.46,-0.2,1.59,0.62,,89.9,94.1,85.1,79.7,,,,0.121,0.187,0.398,0.233,0.467,0.383,0.226,0.278,0.354,0.276,0.399,0.116,,,,9.0,4,1,1,1,8,1,106,71,3.53,656288,Griffin Canning,6.1,3,2,60.0,102.0,94.0,0.012,-4.64,94.5,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/08,7:08 PM.,21,L,HOU,LAA,home,Partly Cloudy.,69,686613,6,1,0,0,1,9,7,6,33,3,1,17,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,93.0,102.0,98.0,110.0,103.0,107.0,90.0,103.0,101.0,0.182,0.17,0.051,,0.126,0.14,0.92,1.7,,0.95,92.4,88.4,95.6,89.1,,0.23,0.363,0.216,0.237,0.421,0.305,0.2,0.2,0.236,0.221,0.26,0.296,0.275,0.321,0.161,,,,6.0,2,0,0,4,7,0,98,56,5.58,542881,Tyler Anderson,6.0,4,3,110.0,101.0,102.0,0.347,0.16,96.0,0.244,0.413,0.288,,,,,,,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,
2024/06/09,1:08 PM.,21,W,HOU,LAA,home,Overcast.,72,434378,7,9,3,0,1,8,2,13,35,4,9,18,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,110.0,101.0,97.0,,,,127.0,108.0,112.0,,,,,,0.193,0.219,0.101,,,0.66,-1.46,-0.58,,84.0,,86.7,77.6,,,,0.34,0.56,0.22,0.195,0.322,0.215,0.235,0.353,0.253,,,,,,,5.0,7,4,4,0,3,0,101,62,3.95,663776,Patrick Sandoval,5.2,5,4,116.0,98.0,102.0,0.487,-0.59,93.5,0.299,0.497,0.202,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/11,6:40 PM.,22,L,AZ,LAA,away,Roof Closed.,78,656756,9,4,4,0,1,5,2,11,36,0,4,16,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,106.0,102.0,107.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,0.308,,0.018,0.307,0.193,,-2.11,3.84,-0.83,-1.92,,83.1,91.8,84.2,79.2,,,,0.27,0.453,0.353,0.0,0.0,0.5,0.321,0.593,0.386,0.374,0.577,0.159,,,,5.2,6,3,3,1,3,1,87,53,6.58,660761,José Suarez,2.2,4,3,66.0,98.0,89.0,0.173,-0.02,92.1,0.284,0.375,0.184,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/12,6:40 PM.,22,W,AZ,LAA,away,Roof Closed.,78,677944,3,8,4,0,2,8,5,14,40,0,8,18,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.66,4.52,77.0,105.0,102.0,105.0,0.816,7.48,1.99,10.75,1.87,0.69,0.3,0.356,0.162,0.332,0.485,103.0,98.0,100.0,103.0,101.0,106.0,,,,117.0,100.0,105.0,,,,,0.001,0.24,0.09,0.121,3.94,,-1.24,-1.42,-0.57,90.4,81.8,,85.1,75.4,,,,0.2,0.4,0.289,0.278,0.494,0.207,0.227,0.432,0.269,,,,,,,3.0,10,7,7,0,4,2,75,49,6.70,667755,José Soriano,8.0,2,5,95.0,109.0,106.0,0.548,-1.46,94.4,0.329,0.582,0.164,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/13,6:40 PM.,22,L,AZ,LAA,away,Roof Closed.,74,694297,11,1,2,0,0,8,4,6,30,0,1,17,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,89.0,106.0,104.0,143.0,109.0,119.0,,,,0.222,,0.273,0.053,0.112,,-0.09,-0.12,-1.37,0.84,,87.5,93.7,84.8,80.8,,,,0.429,0.571,0.295,,,,0.25,0.289,0.312,0.286,0.365,0.119,0.215,0.455,0.362,6.0,6,1,1,3,8,0,103,68,4.38,656288,Griffin Canning,6.0,4,3,95.0,106.0,103.0,0.334,0.37,93.8,0.265,0.466,0.224,,,,0.006,0.45,89.6,0.2,0.8,0.0,,,,,,,,,,,,,,,
2024/06/14,7:15 PM.,23,W,SF,LAA,away,Clear.,63,675921,6,8,4,1,1,3,6,11,36,0,7,17,675921,spencerhoward,Howard,Right,Spencer Howard,- - -,6.21,5.35,29.0,103.0,86.0,96.0,0.79,8.38,4.34,13.66,1.55,0.89,0.32,0.379,0.136,0.398,0.477,104.0,92.0,87.0,77.0,105.0,97.0,,,,101.0,104.0,101.0,,,,,,0.251,0.069,0.169,,,-2.27,-1.96,-4.38,,80.1,,85.3,75.7,,,,0.167,0.167,0.091,0.394,0.606,0.333,0.286,0.714,0.3,,,,,,,2.1,7,4,4,4,1,0,59,34,4.02,542881,Tyler Anderson,5.1,1,5,74.0,107.0,97.0,0.51,-1.3,93.8,0.353,0.5,0.188,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/15,1:06 PM.,23,W,SF,LAA,away,Sunny.,71,676775,3,4,1,0,2,8,4,6,32,3,4,12,676775,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.56,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.079,0.436,0.455,,,,,,,91.0,97.0,93.0,127.0,98.0,106.0,,,,0.192,,0.139,,,,-2.92,-1.39,,,,,94.8,87.9,,,,,,,,0.321,0.607,0.356,,,,0.41,0.692,0.066,,,,6.0,5,3,3,2,6,2,91,58,6.66,663776,Patrick Sandoval,5.0,3,5,89.0,101.0,95.0,0.263,-0.92,95.7,0.214,0.5,0.272,131.0,97.0,113.0,0.405,0.24,88.9,0.215,0.355,0.282,,,,,,,,,,,,,,,
2024/06/16,1:06 PM.,23,L,SF,LAA,away,Sunny.,68,669062,13,6,3,0,1,8,4,9,34,0,6,12,669062,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.88,3.14,67.1,96.0,110.0,99.0,0.712,11.63,5.08,6.68,0.94,1.46,0.165,0.475,0.177,0.348,0.386,118.0,97.0,105.0,,,,,,,137.0,101.0,110.0,,,,,,0.164,0.001,0.338,,,-1.06,3.94,0.1,,85.5,,83.3,81.1,,,,,,,0.244,0.415,0.375,0.21,0.35,0.302,,,,,,,1.0,2,1,0,0,0,0,15,10,3.58,690829,Ben Joyce,2.0,0,3,95.0,94.0,91.0,0.497,0.99,96.9,0.184,0.311,0.291,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/17,6:38 PM.,24,W,MIL,LAA,home,Clear.,71,692230,3,5,0,1,1,7,3,7,28,0,5,7,692230,carlosrodriguez,"Rodriguez, C",Right,Carlos Rodriguez,MIL,7.3,6.21,12.1,102.0,84.0,98.0,0.814,6.57,2.19,13.86,2.19,0.67,0.156,0.511,0.133,0.4,0.416,68.0,105.0,100.0,91.0,117.0,122.0,94.0,93.0,90.0,109.0,103.0,107.0,71.0,95.0,83.0,0.215,0.18,0.155,0.107,0.159,2.03,-4.14,-2.06,-2.53,-2.2,89.0,85.7,93.6,81.8,76.1,0.25,0.25,0.25,0.4,0.4,0.2,0.333,0.833,0.133,0.333,0.583,0.185,0.5,0.75,0.182,,,,4.2,6,5,4,2,3,1,90,57,6.48,668676,Zach Plesac,6.0,3,1,75.0,105.0,98.0,0.185,-3.72,93.2,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/18,6:39 PM.,24,L,MIL,LAA,home,Clear.,74,668964,6,3,3,0,0,9,4,9,35,0,2,17,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,71.0,92.0,74.0,92.0,106.0,103.0,96.0,100.0,91.0,0.005,0.23,0.21,0.041,0.114,-0.75,11.28,1.43,-3.19,1.18,89.2,81.1,91.5,85.5,77.8,0.336,0.518,0.123,0.421,0.579,0.194,0.198,0.255,0.248,0.083,0.083,0.444,0.0,0.0,0.0,,,,6.1,4,0,0,2,6,0,90,56,3.26,656288,Griffin Canning,5.0,4,4,87.0,105.0,100.0,0.401,0.58,92.9,0.239,0.436,0.194,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/19,6:38 PM.,24,L,MIL,LAA,home,Clear.,72,642547,2,0,0,0,0,10,2,4,31,1,0,13,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,104.0,106.0,110.0,,,,98.0,99.0,105.0,,,,,,0.217,0.07,0.175,,,-0.09,0.36,0.84,,87.7,,81.4,78.1,,,,0.182,0.341,0.372,0.203,0.384,0.41,0.218,0.291,0.369,,,,,,,6.0,3,0,0,2,8,0,101,60,4.06,542881,Tyler Anderson,7.0,1,5,112.0,99.0,101.0,0.539,0.05,94.3,0.239,0.424,0.252,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/21,7:10 PM.,25,W,LAD,LAA,away,Clear.,76,689017,2,3,0,0,0,8,2,4,33,3,3,18,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,73.0,91.0,90.0,77.0,92.0,89.0,,,,120.0,105.0,104.0,,,,,,0.23,0.162,0.145,,,1.46,-1.55,-0.24,,84.2,,85.1,79.6,,,,0.333,0.485,0.206,0.183,0.296,0.278,0.182,0.364,0.271,,,,,,,5.0,2,0,0,2,2,0,73,48,2.10,663776,Patrick Sandoval,2.1,0,1,115.0,99.0,103.0,0.463,0.2,93.5,0.228,0.526,0.203,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/22,7:09 PM.,25,L,LAD,LAA,away,Clear.,79,607192,7,2,1,0,1,12,0,3,30,0,2,6,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,139.0,97.0,110.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,0.087,,0.277,0.186,,,0.75,1.15,1.93,,,,96.6,90.0,83.7,,,,0.098,0.174,0.475,0.2,0.333,0.404,,,,0.233,0.395,0.171,,,,7.0,2,2,1,0,10,1,74,51,2.88,668676,Zach Plesac,3.1,6,1,118.0,101.0,103.0,0.45,1.04,96.3,0.215,0.421,0.213,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/24,6:38 PM.,26,W,OAK,LAA,home,Clear.,84,665622,1,5,3,0,1,6,4,9,30,0,5,13,665622,luismedina,Medina,Right,Luis Medina,OAK,5.18,4.65,40.0,95.0,105.0,96.0,0.81,7.2,4.5,9.68,0.9,0.94,0.291,0.457,0.173,0.307,0.438,103.0,88.0,87.0,107.0,101.0,104.0,108.0,97.0,97.0,111.0,90.0,95.0,,,,0.143,,0.251,0.101,0.079,,-2.88,-0.28,-0.19,-2.61,,89.6,95.9,85.8,81.2,,,,0.154,0.308,0.433,0.262,0.357,0.308,0.353,0.529,0.067,0.429,0.667,0.118,,,,3.0,5,4,4,2,4,1,79,45,5.63,656288,Griffin Canning,7.0,1,5,100.0,98.0,95.0,0.425,0.46,95.9,0.238,0.365,0.122,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/25,6:38 PM.,26,W,OAK,LAA,home,Clear.,79,687765,5,7,3,0,2,7,4,9,32,1,7,12,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.196,0.351,0.31,0.278,0.493,0.276,0.571,0.857,0.0,0.338,0.403,0.16,,,,5.1,8,6,6,1,6,1,80,55,4.35,542881,Tyler Anderson,5.0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/26,1:06 PM.,26,W,OAK,LAA,home,Sunny.,80,683155,2,5,4,0,0,12,3,7,31,0,5,14,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,78.0,93.0,94.0,,,,61.0,93.0,83.0,114.0,113.0,117.0,111.0,89.0,91.0,0.034,0.007,0.332,,0.111,-13.81,-1.55,-0.2,,-2.46,86.4,84.8,90.8,79.6,,,,,,,,0.261,0.435,0.223,0.357,0.738,0.204,0.263,0.579,0.147,0.217,0.367,0.216,5.2,3,2,2,2,8,0,87,63,5.24,672710,Roansy Contreras,3.0,1,2,80.0,106.0,99.0,0.517,0.08,92.4,0.257,0.469,0.175,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/27,6:37 PM.,27,W,DET,LAA,home,Clear.,77,656427,0,5,1,0,3,11,1,8,32,2,5,7,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,75.0,85.0,72.0,95.0,102.0,102.0,,,,0.023,,0.29,,0.027,,-5.05,0.02,,-0.55,,85.7,90.6,84.7,,,,,0.164,0.219,0.436,0.222,0.455,0.363,0.111,0.333,0.111,0.6,1.2,0.4,,,,5.2,7,5,5,1,7,3,98,66,3.24,669721,Davis Daniel,8.0,0,8,92.0,104.0,101.0,0.441,0.5,93.3,0.245,0.401,0.238,,,,,,,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,,,,
2024/06/28,6:38 PM.,27,W,DET,LAA,home,Clear.,76,628317,2,5,1,0,2,10,1,10,32,0,5,11,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,80.0,75.0,78.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,0.072,0.016,0.359,0.016,,1.08,-0.02,-0.34,-4.36,,84.8,,90.4,81.4,76.4,0.333,0.333,0.391,0.5,0.75,0.0,0.31,0.569,0.268,,,,0.294,0.324,0.133,0.241,0.379,0.207,5.1,6,2,2,1,4,1,87,52,5.76,668676,Zach Plesac,2.2,2,3,67.0,99.0,91.0,0.225,-2.6,90.8,0.359,0.667,0.13,110.0,105.0,110.0,0.312,-0.22,83.9,0.217,0.42,0.303,,,,,,,,,,,,,,,
2024/06/29,7:08 PM.,27,W,DET,LAA,home,Clear.,77,681857,5,6,3,0,1,11,4,9,36,1,5,23,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,75.0,103.0,95.0,111.0,97.0,103.0,,,,0.205,,0.278,0.06,0.223,,1.85,2.08,-3.32,-0.05,,86.5,94.2,84.8,79.0,,,,0.304,0.652,0.295,0.143,0.194,0.455,0.222,0.344,0.429,0.284,0.385,0.076,,,,6.0,5,2,2,3,9,0,98,63,3.32,656288,Griffin Canning,6.0,4,4,70.0,94.0,86.0,0.234,-0.39,94.2,0.277,0.386,0.101,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/30,1:08 PM.,27,L,DET,LAA,home,Partly Cloudy.,87,663554,7,6,1,0,2,8,3,9,33,1,5,16,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,,,,,,,92.0,108.0,105.0,107.0,101.0,102.0,,,,0.08,,0.277,,,,1.3,-0.46,,,,,95.5,85.7,,,,,0.261,0.522,0.216,0.271,0.5,0.218,,,,0.293,0.341,0.08,,,,5.1,3,0,0,2,2,0,86,53,4.23,542881,Tyler Anderson,4.2,6,2,106.0,105.0,102.0,0.386,-0.47,95.5,0.306,0.428,0.205,112.0,99.0,102.0,0.181,-1.06,86.2,0.286,0.405,0.322,102.0,90.0,94.0,0.075,-2.21,79.6,,,,,,,,,
2024/07/02,6:41 PM.,28,L,OAK,LAA,away,Clear.,85,687765,7,5,2,0,0,9,3,11,35,1,5,18,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,0.396,0.326,0.121,0.011,-0.41,-1.41,0.01,-0.82,-7.88,90.7,88.4,91.9,84.3,80.4,0.278,0.472,0.176,0.196,0.351,0.31,0.278,0.493,0.276,0.571,0.857,0.0,0.338,0.403,0.16,,,,5.1,6,1,1,1,5,0,94,56,4.15,667755,José Soriano,4.0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/03,6:41 PM.,28,L,OAK,LAA,away,Clear.,84,683155,5,0,0,0,0,4,1,5,29,0,0,11,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,78.0,93.0,94.0,,,,61.0,93.0,83.0,114.0,113.0,117.0,111.0,89.0,91.0,0.034,0.007,0.332,,0.111,-13.81,-1.55,-0.2,,-2.46,86.4,84.8,90.8,79.6,,,,,,,,0.261,0.435,0.223,0.357,0.738,0.204,0.263,0.579,0.147,0.217,0.367,0.216,9.0,5,0,0,1,4,0,92,68,4.39,669721,Davis Daniel,5.1,4,3,80.0,106.0,99.0,0.517,0.08,92.4,0.257,0.469,0.175,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/04,1:07 PM.,28,L,OAK,LAA,away,Sunny.,81,676664,5,0,0,0,0,11,2,4,31,2,0,15,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,84.0,100.0,87.0,118.0,100.0,105.0,,,,0.106,,0.339,,0.192,,1.37,-0.1,,-0.21,,84.0,90.0,78.9,,,,,,,,0.23,0.525,0.259,0.297,0.428,0.188,0.276,0.395,0.104,0.239,0.381,0.213,5.0,2,0,0,1,6,0,95,59,4.74,672710,Roansy Contreras,2.2,2,1,70.0,102.0,92.0,0.363,-0.8,91.9,0.23,0.476,0.256,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/05,1:20 PM.,29,L,CHC,LAA,away,Partly Cloudy.,85,657006,5,1,0,0,0,7,2,2,30,0,1,6,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,,0.297,0.022,0.033,,0.43,1.81,2.76,0.32,,86.2,91.6,83.3,79.9,,,,0.0,0.0,0.2,0.16,0.243,0.282,0.222,0.222,0.172,0.292,0.458,0.182,,,,9.0,2,1,1,2,7,0,95,68,2.95,656288,Griffin Canning,4.1,4,4,89.0,102.0,100.0,0.595,0.38,91.6,0.253,0.396,0.223,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/06,1:20 PM.,29,W,CHC,LAA,away,Sunny.,76,543294,0,7,1,0,1,3,6,12,37,3,5,22,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,97.0,106.0,96.0,,,,,,,0.355,,,0.131,0.387,,-0.77,,0.52,-0.72,,80.9,87.6,,74.3,,,,0.22,0.3,0.244,,,,0.267,0.409,0.239,0.333,0.493,0.106,,,,2.0,4,2,2,2,1,0,43,23,7.53,542881,Tyler Anderson,8.0,0,10,59.0,94.0,86.0,0.127,-1.51,87.7,0.237,0.553,0.209,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/07,1:20 PM.,29,L,CHC,LAA,away,Cloudy.,87,669713,5,0,0,0,0,3,2,3,31,0,0,9,669713,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.86,4.17,67.2,101.0,92.0,99.0,0.76,8.91,2.79,7.45,1.6,1.12,0.28,0.399,0.212,0.264,0.404,92.0,102.0,104.0,,,,91.0,100.0,96.0,134.0,101.0,112.0,76.0,98.0,98.0,0.112,0.088,0.406,,0.03,3.38,-0.56,0.59,,1.66,88.1,87.2,93.5,82.4,,0.167,0.167,0.213,,,,,,,0.125,0.125,0.25,0.273,0.545,0.121,0.174,0.348,0.433,6.1,1,0,0,1,2,0,86,53,3.67,667755,José Soriano,5.0,3,3,51.0,101.0,86.0,0.365,-0.68,94.6,0.254,0.465,0.143,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/08,6:38 PM.,30,L,TEX,LAA,home,Clear.,78,592351,9,4,0,1,0,8,3,8,33,0,4,12,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,,,,97.0,105.0,105.0,,,,,,0.439,0.046,0.071,,,0.77,-0.7,-1.39,,88.7,,88.6,78.9,,,,0.333,0.333,0.267,0.213,0.344,0.334,0.257,0.543,0.19,,,,,,,5.0,5,3,3,1,2,0,78,53,4.01,669721,Davis Daniel,3.2,7,3,73.0,103.0,91.0,0.444,-0.71,94.9,0.311,0.443,0.15,,,,,,,,,,,,,,,,,,,,,,,,
