date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-03-28,746089,Strikeout,strikeout,True,541645,621366,Avisaíl García,Ryan Borucki,0,76cb4f8b-69f6-4e86-b2fd-47400cc6ef32,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,PIT,5.4,6.02,3.1,100.0,92.0,107.0,0.556,16.2,0.0,10.8,0.0,4.0,0.125,0.75,0.125,0.5,0.32,80.0,88.0,82.0,,,,,,,88.0,100.0,103.0,105.0,107.0,118.0,0.16,,0.66,,0.18,,-1.15,3.04,,-1.98,,84.9,94.3,87.8,,,,,0.308,0.308,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-28,746089,Groundout,field_out,True,541645,682847,Avisaíl García,Luis L. Ortiz,0,5a53b2a0-dd22-4489-bb32-bc2cc36942d7,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,0.21,0.346,0.293,,,,0.25,0.353,0.134,,,,,,,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,
2024-03-29,746091,Groundout,field_out,True,541645,527048,Avisaíl García,Martín Pérez,0,ba8b25ea-299a-47af-95a8-01f7e9a89672,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.375,0.625,0.036,,,,0.338,0.588,0.275,0.3,0.423,0.1,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,
2024-03-29,746091,Grounded Into DP,grounded_into_double_play,True,541645,527048,Avisaíl García,Martín Pérez,1,cc734a35-dfb8-4f58-bee2-cf84b3b71c8e,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.375,0.625,0.036,,,,0.338,0.588,0.275,0.3,0.423,0.1,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,
2024-03-29,746091,Grounded Into DP,grounded_into_double_play,True,541645,656924,Avisaíl García,Ryder Ryan,1,2472e727-2b5d-424d-acd1-a0e216acb97a,656924.0,ryderryan,Ryan,Right,Ryder Ryan,PIT,5.29,4.73,17.0,96.0,97.0,96.0,0.811,8.47,4.24,8.47,0.53,0.91,0.224,0.49,0.163,0.388,0.448,,,,,,,64.0,92.0,81.0,96.0,97.0,93.0,111.0,96.0,105.0,0.434,0.146,0.42,,,1.95,-0.88,-0.66,,,94.2,,94.4,84.1,,0.0,0.0,0.19,0.233,0.433,0.328,,,,0.321,0.464,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29,746091,Single,single,False,541645,676596,Avisaíl García,Josh Fleming,1,1a5599d9-7b49-4da6-8bc3-d8223b1a29da,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,97.0,87.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,,,,0.389,0.004,,0.057,0.286,1.94,-2.07,,-2.56,1.63,89.8,83.2,90.4,,78.1,,,,,,,0.171,0.22,0.178,0.381,0.571,0.226,82.0,101.0,93.0,0.264,1.27,87.2,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
2024-03-30,746087,Strikeout,strikeout,True,541645,621366,Avisaíl García,Ryan Borucki,0,ae24b228-9c9c-44e7-a89f-abf27cfabee4,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,PIT,5.4,6.02,3.1,100.0,92.0,107.0,0.556,16.2,0.0,10.8,0.0,4.0,0.125,0.75,0.125,0.5,0.32,80.0,88.0,82.0,,,,,,,88.0,100.0,103.0,105.0,107.0,118.0,0.16,,0.66,,0.18,,-1.15,3.04,,-1.98,,84.9,94.3,87.8,,,,,0.308,0.308,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,746087,Groundout,field_out,True,541645,670280,Avisaíl García,David Bednar,0,dfdda763-533f-48a3-a048-25e814a74452,670280.0,davidbednar,Bednar,Right,David Bednar,PIT,5.01,4.07,32.1,103.0,132.0,111.0,0.756,9.19,1.95,7.79,1.39,0.65,0.245,0.415,0.191,0.287,0.456,,,,97.0,94.0,100.0,146.0,105.0,115.0,,,,,,,,0.597,,0.207,,0.22,,,1.61,,97.0,,,,77.0,0.256,0.439,0.244,,,,,,,,,,,,,,,,,,,0.0,0.0,0.167,125.0,107.0,112.0,0.196,-0.81,92.2,0.233,0.467,0.385,,,,,,,,,
2024-03-31,746090,Strikeout,strikeout,True,541645,663559,Avisaíl García,Bailey Falter,0,46b3ce4c-8f41-4ca0-bffa-a4f698253954,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,0.144,0.511,0.161,0.174,,1.03,1.24,-0.06,-0.34,,91.7,,91.9,85.6,77.0,0.229,0.36,0.167,0.245,0.286,0.32,,,,0.262,0.492,0.144,,,,,,,,,,0.256,0.488,0.197,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,
2024-03-31,746090,Home Run,home_run,False,541645,663559,Avisaíl García,Bailey Falter,0,0d37dc48-f2d0-44a8-ad34-9e0d39dca53c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,0.144,0.511,0.161,0.174,,1.03,1.24,-0.06,-0.34,,91.7,,91.9,85.6,77.0,0.229,0.36,0.167,0.245,0.286,0.32,,,,0.262,0.492,0.144,,,,,,,,,,0.256,0.488,0.197,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,
2024-03-31,746090,Groundout,field_out,True,541645,682847,Avisaíl García,Luis L. Ortiz,0,80e45cb3-c72c-4108-ad16-8631e31e2585,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,0.21,0.346,0.293,,,,0.25,0.353,0.134,,,,,,,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,
