date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/04/22,6:47 PM.,AZ,STL,home,Clear.,66,694297,DH,4,0,0,0,0,0,0,0,0,2,3,.286,.408,.476,.884,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.273,0.053,0.37,-0.09,-0.12,-1.37,93.8,93.7,84.8,80.8,0.265,0.466,0.224,,,,0.429,0.571,0.295,0.286,0.365,0.119,92.0,102.0,96.0,0.112,0.84,87.5,0.25,0.289,0.312,,,,,,,,,,0.215,0.455,0.362,,,,,,,,,,,,,0.006,,0.45,,89.6,,0.2,0.8,0.0,,,
2024/04/21,1:16 PM.,MIL,STL,home,Sunny.,56,607067,C,4,0,1,0,0,0,0,0,0,1,3,.305,.431,.508,.939,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,0.311,0.193,0.172,0.042,0.49,-0.28,1.41,-3.64,92.9,92.3,82.0,78.7,0.207,0.314,0.248,,,,0.394,0.636,0.18,0.298,0.482,0.115,,,,,,,,,,76.0,94.0,88.0,0.194,-1.34,87.6,0.287,0.656,0.168,0.159,0.234,0.227,,,,,,,,,,78.0,98.0,96.0,0.088,,-2.02,,86.5,,0.286,0.492,0.277,,,
2024/04/20,1:16 PM.,MIL,STL,home,Partly Cloudy.,58,669084,DH,3,1,1,0,0,0,1,0,1,0,1,.309,.441,.527,.968,669084,dlhall,"Hall, DL",Left,DL Hall,MIL,5.02,4.46,43.0,99.0,87.0,96.0,0.794,9.21,4.4,10.05,1.26,1.22,0.189,0.441,0.173,0.299,0.413,104.0,99.0,102.0,72.0,98.0,91.0,,,,105.0,105.0,108.0,,0.453,0.143,0.199,-2.43,,0.51,0.75,93.3,,84.7,79.7,0.395,0.553,0.124,0.182,0.212,0.451,0.208,0.375,0.212,,,,93.0,99.0,92.0,0.205,-0.11,84.7,0.189,0.351,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/19,7:16 PM.,MIL,STL,home,Cloudy.,58,642547,C,2,0,1,0,0,0,0,1,3,0,0,.308,.429,.538,.967,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,104.0,106.0,110.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,0.539,0.217,0.07,0.05,,-0.09,0.36,94.3,,81.4,78.1,0.239,0.424,0.252,0.203,0.384,0.41,0.182,0.341,0.372,,,,84.0,92.0,88.0,0.175,0.84,87.7,0.218,0.291,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/17,12:37 PM.,OAK,STL,away,Partly Cloudy.,68,621112,DH,4,1,2,2,0,0,1,0,0,1,2,.300,.397,.540,.937,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,91.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,0.136,0.195,0.167,0.101,-2.3,-4.04,1.35,2.06,91.9,91.2,81.3,79.4,0.286,0.694,0.125,0.163,0.245,0.284,0.125,0.208,0.25,0.478,0.674,0.095,83.0,110.0,106.0,0.181,1.56,85.7,0.164,0.236,0.347,105.0,106.0,99.0,0.22,-0.19,89.1,0.299,0.493,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/16,6:40 PM.,OAK,STL,away,Partly Cloudy.,68,676664,C,4,0,1,0,0,0,0,0,0,1,3,.283,.389,.500,.889,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,,-0.8,1.37,-0.1,,91.9,90.0,78.9,,0.23,0.476,0.256,0.23,0.525,0.259,,,,0.276,0.395,0.104,84.0,94.0,83.0,0.192,-0.21,84.0,0.297,0.428,0.188,,,,,,,,,,0.239,0.381,0.213,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/15,6:40 PM.,OAK,STL,away,Partly Cloudy.,61,548389,C,4,1,2,2,0,0,1,0,0,0,1,.286,.400,.524,.924,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,,,,62.0,100.0,87.0,90.0,102.0,90.0,121.0,108.0,112.0,0.142,0.303,0.134,,-0.05,-0.67,-1.89,,91.7,90.2,84.7,,0.244,0.422,0.175,0.328,0.5,0.157,0.364,0.455,0.179,0.39,0.441,0.078,90.0,111.0,105.0,0.176,-1.87,82.7,0.333,0.52,0.241,80.0,107.0,92.0,0.159,0.67,87.5,0.245,0.367,0.156,,,,,,,,,,89.0,105.0,106.0,,,,,0.086,,-1.1,,76.3,,,,,,
2024/04/14,1:12 PM.,AZ,STL,away,Roof Closed.,78,668678,DH,4,0,1,1,0,0,0,0,0,1,1,.263,.391,.474,.865,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,,,,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,0.001,0.463,0.087,,-0.55,-1.02,-0.56,,93.7,94.7,87.0,,0.28,0.46,0.133,0.31,0.476,0.337,0.148,0.23,0.392,,,,88.0,107.0,98.0,0.14,0.43,86.6,0.27,0.382,0.265,89.0,87.0,79.0,0.031,-0.78,90.3,0.25,0.625,0.36,,,,,,,,,,107.0,108.0,112.0,,,,,0.277,,2.29,,81.0,,,,,,
2024/04/13,5:10 PM.,AZ,STL,away,Clear.,87,669194,C,4,0,2,0,0,0,0,0,0,1,2,.265,.405,.471,.876,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,,0.557,0.103,0.057,0.64,,-0.66,1.81,95.2,,83.8,77.8,0.249,0.418,0.195,0.226,0.34,0.156,0.138,0.207,0.148,,,,108.0,99.0,107.0,0.099,-2.35,83.0,0.302,0.587,0.203,78.0,107.0,96.0,0.184,-0.85,91.2,0.317,0.508,0.154,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/12,6:40 PM.,AZ,STL,away,Clear.,86,694297,C,4,1,1,0,0,0,0,0,1,1,4,.233,.395,.467,.862,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.273,0.053,0.37,-0.09,-0.12,-1.37,93.8,93.7,84.8,80.8,0.265,0.466,0.224,,,,0.429,0.571,0.295,0.286,0.365,0.119,92.0,102.0,96.0,0.112,0.84,87.5,0.25,0.289,0.312,,,,,,,,,,0.215,0.455,0.362,,,,,,,,,,,,,0.006,,0.45,,89.6,,0.2,0.8,0.0,,,
2024/04/10,12:17 PM.,PHI,STL,home,Drizzle.,57,605400,DH,3,1,1,0,0,0,0,0,1,2,1,.231,.394,.500,.894,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.204,0.278,,,0.81,-0.34,,,92.5,91.5,,,0.168,0.318,0.224,,,,0.221,0.381,0.37,0.313,0.475,0.136,78.0,102.0,91.0,0.096,-1.67,85.7,0.279,0.426,0.135,69.0,99.0,92.0,0.092,-2.57,87.5,0.389,0.796,0.178,,,,,,,,,,135.0,106.0,113.0,,,,,0.329,,0.94,,79.1,,,,,,
2024/04/09,6:46 PM.,PHI,STL,home,Cloudy.,68,554430,DH,4,0,1,0,0,0,0,0,0,2,0,.217,.379,.522,.901,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,0.192,0.416,0.125,0.1,0.88,2.68,1.04,-0.98,95.3,94.6,84.9,81.8,0.209,0.395,0.296,,,,0.205,0.397,0.387,0.189,0.259,0.142,,,,,,,,,,92.0,97.0,94.0,0.093,-0.23,91.1,0.226,0.371,0.183,0.152,0.273,0.335,,,,,,,,,,94.0,110.0,110.0,0.074,,1.47,,86.1,,0.137,0.196,0.402,,,
2024/04/03,1:11 PM.,SD,STL,away,Sunny.,69,605397,DH,2,1,1,1,0,0,0,0,1,1,0,.211,.400,.579,.979,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,168.0,98.0,103.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,0.044,0.246,0.203,0.225,-0.74,0.44,1.05,-0.1,93.0,92.6,82.2,81.6,0.253,0.494,0.231,,,,0.203,0.319,0.328,0.348,0.435,0.146,110.0,101.0,107.0,0.078,-3.1,87.1,0.353,0.618,0.379,110.0,108.0,104.0,0.204,1.35,89.7,0.298,0.405,0.25,0.169,0.351,0.338,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/02,6:40 PM.,SD,STL,away,Clear.,66,506433,C,3,1,1,0,0,1,2,0,1,0,0,.176,.333,.529,.862,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,85.0,94.0,102.0,97.0,104.0,102.0,88.0,104.0,98.0,118.0,100.0,106.0,0.168,0.19,0.371,0.086,-0.19,-0.28,0.6,0.49,94.0,93.6,84.4,73.8,0.21,0.403,0.151,0.269,0.478,0.286,0.162,0.243,0.364,0.255,0.473,0.176,,,,,,,,,,80.0,103.0,97.0,0.044,2.98,90.6,0.0,0.0,0.346,0.214,0.333,0.261,,,,,,,89.0,114.0,112.0,110.0,99.0,99.0,0.09,0.051,0.68,2.13,87.9,78.7,0.167,0.333,0.328,,,
2024/04/01,6:41 PM.,SD,STL,away,Clear.,61,663362,C,4,1,1,0,0,1,2,0,0,0,1,.143,.294,.357,.651,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,0.144,0.19,0.198,,-0.77,0.64,0.5,,90.6,90.0,79.3,,0.265,0.513,0.224,,,,,,,0.303,0.404,0.067,,,,,,,,,,83.0,98.0,90.0,0.086,1.88,87.0,0.231,0.385,0.144,0.227,0.454,0.201,77.6,0.382,-1.09,0.246,0.394,0.275,,,,,,,,,,,,,,,,,,
2024/03/31,4:10 PM.,LAD,STL,away,Cloudy.,59,694813,C,3,1,0,0,0,0,0,0,1,2,1,.100,.250,.100,.350,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,93.0,102.0,102.0,101.0,100.0,97.0,97.0,103.0,98.0,136.0,111.0,117.0,0.226,0.247,0.165,0.042,0.1,-0.69,0.96,1.45,94.9,95.3,88.7,83.3,0.246,0.41,0.162,0.239,0.326,0.355,0.267,0.333,0.167,0.314,0.504,0.136,81.0,102.0,98.0,0.266,0.82,87.5,0.178,0.356,0.372,80.0,101.0,94.0,0.053,0.49,92.3,0.32,0.48,0.183,0.182,0.182,0.133,,,,,,,,,,,,,,,,,,,,,,,,
2024/03/29,7:10 PM.,LAD,STL,away,Cloudy.,57,676272,C,4,0,1,0,0,0,0,0,0,3,1,.143,.250,.143,.393,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.52,7.0,56.0,93.0,113.0,97.0,0.784,8.36,4.82,11.09,2.73,1.24,0.23,0.391,0.126,0.391,0.409,120.0,99.0,104.0,119.0,89.0,92.0,101.0,93.0,89.0,115.0,99.0,108.0,0.136,0.379,0.096,0.19,-1.44,-4.54,-3.17,-1.0,97.6,97.3,88.6,79.8,0.327,0.634,0.167,0.333,0.619,0.275,0.357,0.536,0.286,0.433,0.9,0.174,104.0,91.0,96.0,0.199,0.29,86.4,0.13,0.217,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/03/28,1:10 PM.,LAD,STL,away,Partly Cloudy.,66,607192,C,3,0,0,0,0,0,0,0,1,0,1,.000,.250,.000,.250,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,139.0,97.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,1.04,0.75,1.15,1.93,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
