date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/04/15,6:50 PM.,TB,LAA,away,Dome.,72,621107,2B,0,1,0,0,0,0,0,0,0,0,0,.278,.297,.333,.630,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.282,0.097,0.188,0.061,1.54,0.0,0.46,-1.27,0.21,88.2,85.6,91.7,79.7,78.8,0.214,0.345,0.223,0.291,0.472,0.333,,,,0.188,0.354,0.105,0.293,0.404,0.133,0.236,0.473,0.203,61.0,105.0,94.0,0.09,-0.64,92.4,0.236,0.418,0.248,,,,,,,,,,,,,,,,,,,,,
2024/04/14,1:36 PM.,BOS,LAA,away,Sunny.,59,678394,2B,5,0,0,0,0,0,1,1,0,2,6,.278,.297,.333,.630,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,,0.28,,0.269,,-0.24,-0.58,,0.15,,87.6,95.7,86.8,,,,,,,,0.268,0.401,0.343,0.177,0.354,0.369,0.309,0.44,0.111,,,,74.0,108.0,101.0,0.048,0.25,95.6,0.12,0.16,0.218,,,,,,,,,,,,,,,,,,,,,
2024/04/12,7:12 PM.,BOS,LAA,away,Partly Cloudy.,54,656557,2B,4,0,1,0,0,0,0,0,0,1,3,.323,.344,.387,.731,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,0.015,0.414,,,-0.95,0.67,0.54,,,87.1,,93.5,83.2,,0.2,0.4,0.235,,,,,,,,,,0.27,0.325,0.142,0.23,0.357,0.302,,,,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,,,,,,,
2024/04/10,1:08 PM.,TB,LAA,home,Sunny.,80,641793,2B,5,0,1,0,0,0,0,0,0,1,2,.333,.357,.407,.764,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,,0.399,,,,-0.6,0.45,,,,,91.6,85.7,,,,,,,,0.257,0.427,0.227,,,,0.265,0.439,0.141,0.406,0.594,0.115,54.0,110.0,91.0,0.221,0.58,92.4,0.245,0.358,0.191,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,,,,,,,,,,,,
2024/04/09,6:38 PM.,TB,LAA,home,Clear.,77,650644,SS,4,0,1,0,0,0,1,0,0,0,3,.364,.391,.455,.846,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.322,0.163,0.156,,1.08,0.06,-1.03,-1.36,,88.1,,92.6,80.5,77.1,0.232,0.394,0.233,0.25,0.479,0.275,0.25,0.375,0.438,,,,0.241,0.421,0.158,0.267,0.467,0.272,68.0,102.0,96.0,0.099,-1.7,92.0,0.294,0.49,0.095,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,,,,,,,
2024/04/08,6:38 PM.,TB,LAA,home,Clear.,70,621107,2B,3,0,1,0,0,0,1,1,1,0,0,.389,.421,.500,.921,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.282,0.097,0.188,0.061,1.54,0.0,0.46,-1.27,0.21,88.2,85.6,91.7,79.7,78.8,0.214,0.345,0.223,0.291,0.472,0.333,,,,0.188,0.354,0.105,0.293,0.404,0.133,0.236,0.473,0.203,61.0,105.0,94.0,0.09,-0.64,92.4,0.236,0.418,0.248,,,,,,,,,,,,,,,,,,,,,
2024/04/07,1:08 PM.,BOS,LAA,home,Partly Cloudy.,66,656557,PH,1,0,1,0,0,0,0,0,0,0,0,.400,.400,.533,.933,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,0.015,0.414,,,-0.95,0.67,0.54,,,87.1,,93.5,83.2,,0.2,0.4,0.235,,,,,,,,,,0.27,0.325,0.142,0.23,0.357,0.302,,,,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,,,,,,,
2024/04/06,6:38 PM.,BOS,LAA,home,Clear.,61,676477,2B,4,1,2,0,0,0,0,1,0,1,1,.357,.357,.500,.857,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.49,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,101.0,97.0,91.0,143.0,108.0,112.0,77.0,96.0,93.0,0.227,0.193,0.296,,0.283,-1.84,-0.25,2.3,,1.81,86.6,84.4,93.4,82.4,,0.308,0.692,0.207,,,,0.091,0.091,0.103,0.174,0.217,0.204,0.333,0.4,0.167,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/03,1:10 PM.,MIA,LAA,away,Roof Closed.,72,640462,3B,3,1,1,1,0,0,0,0,0,1,0,.300,.300,.500,.800,640462,ajpuk,Puk,Left,A.J. Puk,- - -,3.15,2.72,71.1,103.0,115.0,106.0,0.709,11.1,3.53,6.43,0.63,0.9,0.227,0.381,0.216,0.278,0.462,118.0,111.0,110.0,,,,109.0,95.0,96.0,102.0,103.0,110.0,,,,0.151,,0.38,,0.014,,-0.18,0.1,,-1.95,,90.3,94.7,83.8,,,,,,,,0.161,0.306,0.478,0.4,0.4,0.4,0.286,0.457,0.13,0.235,0.559,0.265,125.0,105.0,108.0,0.429,2.5,95.6,0.145,0.197,0.314,115.0,103.0,113.0,0.026,-4.04,84.4,0.444,0.667,0.111,,,,,,,,,,,,
2024/03/31,1:37 PM.,BAL,LAA,away,Cloudy.,65,669330,3B,4,1,1,0,0,0,0,0,0,0,1,.286,.286,.429,.715,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.64,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,116.0,99.0,105.0,99.0,,,,124.0,99.0,91.0,105.0,106.0,96.0,,0.178,0.104,0.185,0.189,-1.33,,-6.34,1.94,2.88,88.1,85.8,,84.3,76.1,0.333,0.667,0.273,0.2,0.2,0.417,0.5,0.833,0.286,0.143,0.143,0.28,,,,,,,93.0,99.0,96.0,0.344,-2.83,92.5,0.32,0.72,0.196,,,,,,,,,,,,,,,,,,,,,
2024/03/30,4:07 PM.,BAL,LAA,away,Cloudy.,68,680570,3B,2,0,0,0,0,0,0,0,0,1,2,.333,.333,.667,1.000,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,,0.158,0.155,0.21,,5.3,-0.96,0.29,1.63,,83.1,96.1,86.5,81.3,,,,0.26,0.38,0.241,0.25,0.563,0.361,0.161,0.306,0.348,0.167,0.333,0.294,,,,113.0,102.0,106.0,0.465,-0.38,96.1,0.291,0.413,0.269,,,,,,,,,,,,,,,,,,,,,
2024/03/28,3:14 PM.,BAL,LAA,away,Cloudy.,54,669203,2B,1,1,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
