date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2024/07/13,6:38 PM.,SEA,LAA,home,Clear.,77,669923,DH,4,0,0,0,0,0,0,0,0,1,2,.245,.312,.296,.608,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,0.236,0.004,0.237,,,0.79,1.5,1.28,,,92.3,,96.0,87.2,,,,,0.333,0.439,0.286,0.226,0.316,0.271,,,,0.263,0.354,0.105,,,,102.0,107.0,101.0,0.339,0.46,96.0,0.221,0.458,0.291,114.0,110.0,113.0,109.0,100.0,108.0,0.102,0.082,-2.05,-1.95,86.0,83.4,0.253,0.413,0.295,73.9,0.0,-3.5,,,
2024/07/12,6:38 PM.,SEA,LAA,home,Partly Cloudy.,75,693433,3B,4,1,1,1,0,0,0,0,1,1,3,.255,.324,.309,.633,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,,0.187,,0.094,,1.85,1.23,,0.0,,89.6,94.7,84.2,,,,,,,,0.265,0.529,0.241,0.186,0.373,0.207,0.234,0.315,0.097,0.1,0.1,0.417,97.0,109.0,107.0,0.489,1.44,94.8,0.218,0.355,0.273,,,,,,,,,,,,,,,,,,,,,
2024/07/11,6:38 PM.,SEA,LAA,home,Clear.,77,622491,DH,3,0,1,0,0,0,0,0,1,0,2,.256,.320,.300,.620,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,100.0,102.0,98.0,72.0,106.0,108.0,,,,0.179,,0.224,,0.143,,-0.41,0.65,,-1.63,,88.1,95.6,85.7,,,,,,,,0.207,0.357,0.358,0.287,0.545,0.265,0.298,0.457,0.105,,,,120.0,105.0,103.0,0.454,0.97,95.6,0.203,0.365,0.273,,,,,,,,,,,,,,,,,,,,,
2024/07/10,6:38 PM.,TEX,LAA,home,Clear.,81,547179,3B,5,0,0,0,0,0,0,0,0,3,1,.253,.313,.299,.612,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.1,0.149,0.079,0.188,0.04,-0.25,-1.51,0.02,1.94,90.1,84.6,93.6,83.9,81.7,0.235,0.51,0.236,0.217,0.348,0.352,0.368,0.632,0.253,0.122,0.173,0.373,0.291,0.441,0.062,0.19,0.429,0.291,84.0,95.0,89.0,0.272,1.0,93.8,0.155,0.309,0.184,,,,,,,,,,,,,,,,,,,,,
2024/07/09,6:38 PM.,TEX,LAA,home,Clear.,81,453286,DH,3,1,1,1,0,0,0,0,1,0,0,.268,.330,.317,.647,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,59.0,110.0,106.0,84.0,101.0,103.0,,,,100.0,106.0,105.0,121.0,119.0,105.0,,0.061,0.221,0.139,0.139,2.89,,1.2,-2.13,-1.96,86.6,82.8,,85.0,74.7,0.222,0.278,0.143,0.333,0.611,0.4,0.214,0.333,0.438,0.192,0.462,0.255,,,,,,,78.0,105.0,100.0,0.439,0.05,92.5,0.262,0.492,0.222,,,,,,,,,,,,,,,,,,,,,
2024/07/08,6:38 PM.,TEX,LAA,home,Clear.,78,592351,3B,4,0,1,0,0,0,1,0,0,0,0,.266,.322,.304,.626,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,,,,97.0,105.0,105.0,,,,,,0.439,0.046,0.071,,,0.77,-0.7,-1.39,,88.7,,88.6,78.9,,,,0.333,0.333,0.267,0.213,0.344,0.334,0.257,0.543,0.19,,,,,,,73.0,103.0,91.0,0.444,-0.71,94.9,0.311,0.443,0.15,,,,,,,,,,,,,,,,,,,,,
2024/04/20,6:40 PM.,CIN,LAA,away,Partly Cloudy.,54,668933,3B,1,0,1,0,0,0,0,0,0,0,0,.267,.325,.307,.632,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,,,,71.0,100.0,83.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,,0.03,-1.57,-2.72,1.37,,-3.78,95.6,90.5,94.8,88.4,,0.329,0.52,0.161,,,,0.145,0.217,0.372,0.333,0.333,0.2,0.333,0.5,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/19,6:40 PM.,CIN,LAA,away,Clear.,61,666157,3B,3,0,1,0,0,0,0,1,1,0,0,.257,.317,.297,.614,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,100.0,111.0,97.0,93.0,,,,,,,0.133,,,0.273,0.164,,0.99,,-0.75,-0.21,,88.1,94.1,,81.7,,,,0.217,0.302,0.429,,,,0.232,0.39,0.259,0.234,0.453,0.183,,,,119.0,103.0,97.0,0.43,0.11,94.1,0.241,0.407,0.23,,,,,,,,,,,,,,,,,,,,,
2024/04/18,1:10 PM.,TB,LAA,away,Dome.,72,686752,3B,4,0,1,0,0,0,0,0,0,1,2,.254,.308,.296,.604,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,,,,119.0,95.0,106.0,100.0,103.0,100.0,,0.06,0.173,0.027,0.235,-0.88,,0.51,-1.47,-0.47,91.6,85.8,,89.0,80.6,0.276,0.586,0.141,0.167,0.167,0.5,0.267,0.407,0.317,0.216,0.353,0.286,,,,,,,115.0,98.0,102.0,0.506,1.07,94.9,0.181,0.33,0.316,,,,,,,,,,,,,,,,,,,,,
2024/04/17,6:51 PM.,TB,LAA,away,Dome.,72,641793,3B,5,1,2,0,0,0,2,0,0,2,2,.254,.311,.299,.610,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,,0.399,,,,-0.6,0.45,,,,,91.6,85.7,,,,,,,,0.257,0.427,0.227,,,,0.265,0.439,0.141,0.406,0.594,0.115,54.0,110.0,91.0,0.221,0.58,92.4,0.245,0.358,0.191,,,,104.0,106.0,112.0,0.232,,-0.84,,83.0,,0.258,0.423,0.344,,,,,,
2024/04/16,6:50 PM.,TB,LAA,away,Dome.,72,650644,3B,5,0,0,0,0,0,0,1,1,2,1,.242,.304,.290,.594,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.322,0.163,0.156,,1.08,0.06,-1.03,-1.36,,88.1,,92.6,80.5,77.1,0.232,0.394,0.233,0.25,0.479,0.275,0.25,0.375,0.438,,,,0.241,0.421,0.158,0.267,0.467,0.272,68.0,102.0,96.0,0.099,-1.7,92.0,0.294,0.49,0.095,,,,57.0,96.0,102.0,0.02,,-4.86,,85.6,,0.375,0.625,0.261,,,,,,
2024/04/15,6:50 PM.,TB,LAA,away,Dome.,72,621107,DH,5,2,3,1,0,0,0,0,0,0,0,.263,.317,.316,.633,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.282,0.097,0.188,0.061,1.54,0.0,0.46,-1.27,0.21,88.2,85.6,91.7,79.7,78.8,0.214,0.345,0.223,0.291,0.472,0.333,,,,0.188,0.354,0.105,0.293,0.404,0.133,0.236,0.473,0.203,61.0,105.0,94.0,0.09,-0.64,92.4,0.236,0.418,0.248,,,,,,,,,,,,,,,,,,,,,
2024/04/14,1:36 PM.,BOS,LAA,away,Sunny.,59,678394,3B,3,0,2,0,0,0,1,0,0,1,0,.231,.293,.269,.562,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,,0.28,,0.269,,-0.24,-0.58,,0.15,,87.6,95.7,86.8,,,,,,,,0.268,0.401,0.343,0.177,0.354,0.369,0.309,0.44,0.111,,,,74.0,108.0,101.0,0.048,0.25,95.6,0.12,0.16,0.218,,,,,,,,,,,,,,,,,,,,,
2024/04/13,4:10 PM.,BOS,LAA,away,Cloudy.,54,681867,3B,4,1,2,0,0,0,0,0,0,1,1,.204,.264,.245,.509,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,103.0,93.0,0.297,0.154,0.288,,0.261,0.64,0.48,-1.92,,0.55,86.4,84.4,89.1,77.1,,0.163,0.306,0.294,,,,0.429,0.857,0.154,0.256,0.338,0.171,0.33,0.511,0.073,0.287,0.479,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/12,7:12 PM.,BOS,LAA,away,Partly Cloudy.,54,656557,3B,5,1,2,0,0,0,0,0,0,1,0,.178,.245,.222,.467,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,0.015,0.414,,,-0.95,0.67,0.54,,,87.1,,93.5,83.2,,0.2,0.4,0.235,,,,,,,,,,0.27,0.325,0.142,0.23,0.357,0.302,,,,,,,,,,,,,116.0,103.0,109.0,0.248,,1.74,,88.4,,0.195,0.265,0.208,,,,,,
2024/04/09,6:38 PM.,TB,LAA,home,Clear.,77,650644,3B,3,0,0,0,0,0,0,1,2,0,1,.150,.227,.200,.427,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.322,0.163,0.156,,1.08,0.06,-1.03,-1.36,,88.1,,92.6,80.5,77.1,0.232,0.394,0.233,0.25,0.479,0.275,0.25,0.375,0.438,,,,0.241,0.421,0.158,0.267,0.467,0.272,68.0,102.0,96.0,0.099,-1.7,92.0,0.294,0.49,0.095,,,,57.0,96.0,102.0,0.02,,-4.86,,85.6,,0.375,0.625,0.261,,,,,,
2024/04/08,6:38 PM.,TB,LAA,home,Clear.,70,621107,3B,5,3,3,1,0,0,0,0,0,0,2,.162,.205,.216,.421,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.282,0.097,0.188,0.061,1.54,0.0,0.46,-1.27,0.21,88.2,85.6,91.7,79.7,78.8,0.214,0.345,0.223,0.291,0.472,0.333,,,,0.188,0.354,0.105,0.293,0.404,0.133,0.236,0.473,0.203,61.0,105.0,94.0,0.09,-0.64,92.4,0.236,0.418,0.248,,,,,,,,,,,,,,,,,,,,,
2024/04/07,1:08 PM.,BOS,LAA,home,Partly Cloudy.,66,656557,3B,5,0,1,1,0,0,0,0,0,0,3,.094,.147,.125,.272,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,0.015,0.414,,,-0.95,0.67,0.54,,,87.1,,93.5,83.2,,0.2,0.4,0.235,,,,,,,,,,0.27,0.325,0.142,0.23,0.357,0.302,,,,,,,,,,,,,116.0,103.0,109.0,0.248,,1.74,,88.4,,0.195,0.265,0.208,,,,,,
2024/04/06,6:38 PM.,BOS,LAA,home,Clear.,61,676477,3B,4,0,1,0,0,0,0,0,0,1,2,.074,.138,.074,.212,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.49,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,101.0,97.0,91.0,143.0,108.0,112.0,77.0,96.0,93.0,0.227,0.193,0.296,,0.283,-1.84,-0.25,2.3,,1.81,86.6,84.4,93.4,82.4,,0.308,0.692,0.207,,,,0.091,0.091,0.103,0.174,0.217,0.204,0.333,0.4,0.167,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/05,7:06 PM.,BOS,LAA,home,Partly Cloudy.,54,676710,3B,4,0,1,0,0,0,0,0,1,1,0,.043,.120,.043,.163,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,,,,100.0,99.0,102.0,114.0,104.0,104.0,,0.32,0.185,,,0.55,,-0.56,,,87.5,,,80.8,,0.216,0.418,0.265,0.143,0.171,0.219,,,,,,,,,,0.222,0.437,0.263,109.0,109.0,112.0,0.337,-0.43,92.6,0.255,0.5,0.198,98.0,97.0,99.0,87.0,102.0,106.0,0.086,0.072,0.47,1.14,82.4,77.3,0.192,0.26,0.404,,,,,,
2024/04/02,6:41 PM.,MIA,LAA,away,Partly Cloudy.,79,666200,3B,4,0,0,0,0,0,0,0,0,0,1,.000,.050,.000,.050,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,88.0,97.0,95.0,31.0,40.0,52.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,,0.292,0.002,0.229,,-0.77,0.14,-3.5,1.58,,86.3,94.6,83.5,81.6,,,,,,,0.2,0.347,0.48,0.207,0.328,0.407,0.381,0.571,0.125,,,,98.0,100.0,95.0,0.394,-0.64,95.2,0.28,0.484,0.111,,,,,,,,,,,,,,,,,,,,,
2024/04/01,6:42 PM.,MIA,LAA,away,Partly Cloudy.,77,676974,3B,4,1,0,0,0,0,0,0,1,2,3,.000,.063,.000,.063,676974,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.74,57.0,98.0,98.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,86.0,88.0,88.0,,,,81.0,92.0,82.0,119.0,103.0,115.0,,,,0.021,,0.407,,0.179,,-1.39,-0.21,,-2.48,,86.7,92.7,88.2,,,,,,,,0.24,0.471,0.342,0.233,0.6,0.235,,,,,,,83.0,97.0,94.0,0.394,-2.29,94.1,0.33,0.648,0.139,,,,,,,,,,,,,,,,,,,,,
2024/03/31,1:37 PM.,BAL,LAA,away,Cloudy.,65,669330,DH,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.64,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,116.0,99.0,105.0,99.0,,,,124.0,99.0,91.0,105.0,106.0,96.0,,0.178,0.104,0.185,0.189,-1.33,,-6.34,1.94,2.88,88.1,85.8,,84.3,76.1,0.333,0.667,0.273,0.2,0.2,0.417,0.5,0.833,0.286,0.143,0.143,0.28,,,,,,,93.0,99.0,96.0,0.344,-2.83,92.5,0.32,0.72,0.196,,,,,,,,,,,,,,,,,,,,,
2024/03/30,4:07 PM.,BAL,LAA,away,Cloudy.,68,680570,3B,3,0,0,0,0,0,0,0,0,1,2,.000,.000,.000,.000,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,,0.158,0.155,0.21,,5.3,-0.96,0.29,1.63,,83.1,96.1,86.5,81.3,,,,0.26,0.38,0.241,0.25,0.563,0.361,0.161,0.306,0.348,0.167,0.333,0.294,,,,113.0,102.0,106.0,0.465,-0.38,96.1,0.291,0.413,0.269,,,,,,,,,,,,,,,,,,,,,
2024/03/28,3:14 PM.,BAL,LAA,away,Cloudy.,54,669203,3B,4,0,0,0,0,0,0,0,0,2,1,.000,.000,.000,.000,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
