date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-05-08,12:37 PM.,OAK,TEX,away,Sunny.,75,676664,LF,1,0,0,0,0,0,0,0,0,1,0,0.22,0.311,0.432,0.743,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,,,,0.106,0.363,,0.339,,0.192,-0.8,,1.37,-0.1,,-0.21,91.9,,84.0,90.0,78.9,,0.276,0.395,0.104,0.23,0.525,0.259,,,,0.23,0.476,0.256,,,,0.297,0.428,0.188,,,,,,,,,,,,,,,,,,,0.239,0.381,0.213
2024-05-07,12:37 PM.,OAK,TEX,away,Sunny.,62,548389,RF,6,0,1,0,0,0,0,0,0,2,4,0.222,0.313,0.436,0.749,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,111.0,105.0,,,,62.0,100.0,87.0,90.0,102.0,90.0,121.0,108.0,112.0,80.0,107.0,92.0,0.142,0.303,0.159,0.134,,0.176,-0.05,0.67,-0.67,-1.89,,-1.87,91.7,87.5,82.7,90.2,84.7,,0.39,0.441,0.078,0.328,0.5,0.157,0.245,0.367,0.156,0.244,0.422,0.175,0.364,0.455,0.179,0.333,0.52,0.241,,,,,,,,,,,,,89.0,105.0,106.0,0.086,-1.1,76.3,,,
2024-05-06,6:41 PM.,OAK,TEX,away,Partly Cloudy.,59,622072,LF,1,1,0,0,0,0,0,0,1,1,0,0.225,0.32,0.45,0.77,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,,,,82.0,99.0,93.0,74.0,94.0,90.0,,,,0.462,,,0.315,,0.224,,,-1.92,-0.4,,-2.67,,,84.5,90.5,81.4,,0.351,0.635,0.199,0.205,0.25,0.288,,,,,,,,,,0.4,0.6,0.161,,,,,,,,,,,,,,,,,,,,,
2024-05-05,2:32 PM.,KC,TEX,away,Cloudy.,63,663738,LF,4,0,0,0,0,0,0,0,0,3,3,0.227,0.317,0.455,0.772,663738,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,KCR,3.32,3.86,43.1,98.0,79.0,93.0,0.725,8.1,2.91,6.02,1.25,1.1,0.137,0.427,0.12,0.316,0.441,90.0,97.0,97.0,,,,60.0,96.0,83.0,87.0,111.0,102.0,90.0,97.0,97.0,108.0,135.0,119.0,0.099,0.355,0.005,0.268,0.002,0.213,0.32,0.14,4.85,-0.14,-3.5,1.18,93.0,89.6,84.7,92.7,85.9,81.6,0.1,0.1,0.138,0.133,0.267,0.506,,,,0.222,0.476,0.133,0.2,0.4,0.333,0.222,0.306,0.319,,,,,,,,,,,,,93.0,93.0,92.0,0.058,1.04,80.3,,,
2024-05-04,6:10 PM.,KC,TEX,away,Cloudy.,65,608379,LF,4,3,2,0,1,0,2,0,1,2,3,0.236,0.328,0.472,0.8,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.252,0.301,0.099,0.371,0.6,0.373,0.319,0.458,0.148,0.279,0.449,0.169,0.357,0.643,0.174,0.169,0.312,0.341,,,,,,,,,,,,,,,,,,,,,
2024-05-03,6:40 PM.,KC,TEX,away,Partly Cloudy.,74,663903,LF,3,0,1,1,0,0,0,0,1,1,2,0.225,0.316,0.451,0.767,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.267,0.389,0.127,0.207,0.361,0.354,,,,0.326,0.609,0.197,,,,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,0.327,0.571,0.35
2024-05-02,1:37 PM.,WSH,TEX,home,Roof Closed.,74,680730,CF,4,0,1,0,0,0,1,0,0,1,1,0.222,0.31,0.444,0.754,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,106.0,107.0,110.0,,,,,0.486,,0.098,0.225,,0.07,,,-0.73,0.47,,92.5,,,,84.5,80.5,,,,0.238,0.429,0.364,,,,0.276,0.425,0.12,0.252,0.36,0.263,,,,,,,89.0,94.0,94.0,0.191,-0.6,85.6,0.233,0.4,0.372,,,,,,,,,
2024-05-01,7:07 PM.,WSH,TEX,home,Roof Closed.,74,592866,LF,4,0,1,0,0,0,0,0,0,1,5,0.221,0.312,0.453,0.765,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.03,3.17,66.2,104.0,81.0,94.0,0.796,7.97,2.43,6.89,0.41,1.17,0.279,0.41,0.148,0.311,0.382,70.0,102.0,91.0,,,,63.0,110.0,96.0,90.0,101.0,94.0,100.0,99.0,93.0,,,,0.121,0.364,,0.347,,0.168,2.46,,1.1,0.78,,-0.36,88.9,,82.8,87.7,78.7,,0.261,0.391,0.214,0.296,0.407,0.059,,,,0.196,0.271,0.178,,,,0.25,0.341,0.225,,,,,,,,,,,,,,,,,,,0.135,0.162,0.459
2024-04-30,7:07 PM.,WSH,TEX,home,Roof Closed.,74,669022,DH,2,1,1,0,0,0,1,1,0,0,0,0.22,0.314,0.462,0.776,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,,,,0.553,,0.158,0.196,0.093,-0.02,,,-0.77,0.62,-1.35,96.0,,85.9,,90.6,82.8,,,,0.255,0.422,0.323,,,,0.281,0.418,0.226,0.218,0.296,0.34,0.28,0.48,0.512,,,,,,,,,,,,,,,,,,,0.333,0.5,0.417
2024-04-28,1:37 PM.,CIN,TEX,home,Roof Closed.,74,671096,DH,0,0,0,0,0,0,0,0,1,0,0,0.213,0.311,0.461,0.772,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,96.0,94.0,97.0,101.0,98.0,99.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,,,,0.535,,0.186,0.116,0.163,-0.26,,,0.49,-1.56,0.23,92.8,,84.8,,82.9,80.8,,,,,,,,,,0.254,0.451,0.194,0.327,0.653,0.179,0.214,0.429,0.273,,,,,,,,,,,,,,,,,,,0.189,0.307,0.287
2024-04-27,3:08 PM.,CIN,TEX,home,Roof Closed.,74,668881,LF,4,0,0,0,0,0,0,0,0,1,2,0.213,0.304,0.461,0.765,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,118.0,96.0,101.0,123.0,102.0,104.0,,,,125.0,96.0,103.0,,,,,0.552,,0.346,0.018,,1.56,,,0.62,-2.87,,97.6,,,,86.8,80.9,,,,0.161,0.3,0.39,,,,0.184,0.273,0.248,0.4,1.0,0.2,,,,,,,120.0,89.0,103.0,0.083,-0.79,87.0,0.243,0.405,0.284,,,,,,,,,
2024-04-26,7:08 PM.,CIN,TEX,home,Roof Closed.,74,668933,LF,3,1,2,0,0,1,1,0,0,0,0,0.224,0.316,0.482,0.798,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,83.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,,0.479,0.319,,0.03,,-1.57,-2.72,1.37,,-3.78,,95.6,90.5,94.8,88.4,,0.333,0.5,0.119,0.145,0.217,0.372,0.329,0.52,0.161,,,,,,,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,
2024-04-25,1:38 PM.,SEA,TEX,home,Roof Closed.,74,622491,CF,3,0,0,0,0,0,0,0,0,1,0,0.207,0.305,0.439,0.744,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,,,,0.179,0.454,,0.224,,0.143,0.97,,-0.41,0.65,,-1.63,95.6,,88.1,95.6,85.7,,0.298,0.457,0.105,0.207,0.357,0.358,,,,0.203,0.365,0.273,,,,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,
2024-04-24,7:07 PM.,SEA,TEX,home,Roof Closed.,74,682243,LF,4,1,2,0,1,1,2,0,0,2,2,0.215,0.315,0.456,0.771,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,0.171,0.423,0.023,0.168,,,1.53,0.14,1.55,-0.21,,,95.2,92.1,,94.7,84.5,,0.248,0.358,0.092,0.243,0.568,0.261,0.25,0.333,0.207,0.184,0.348,0.266,0.231,0.308,0.378,,,,,,,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,92.0,104.0,111.0,0.044,-0.4,85.0,0.24,0.4,0.188
2024-04-23,7:07 PM.,SEA,TEX,home,Cloudy.,75,669302,LF,4,0,0,0,0,0,0,0,0,3,1,0.2,0.307,0.387,0.694,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,0.015,0.308,0.106,0.32,0.118,,1.41,0.14,0.32,1.72,0.81,,96.6,92.3,,95.5,88.4,83.2,0.286,0.286,0.05,0.21,0.375,0.368,0.247,0.483,0.272,0.204,0.383,0.193,0.181,0.301,0.354,,,,,,,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,,,,,,,,,
2024-04-21,7:10 PM.,ATL,TEX,away,Clear.,58,670241,LF,4,2,2,0,0,1,1,0,0,1,0,0.211,0.321,0.408,0.729,670241,dariusvines,Vines,Right,Darius Vines,ATL,8.56,6.74,13.2,104.0,80.0,97.0,0.785,5.93,2.63,13.83,2.63,0.91,0.308,0.385,0.192,0.365,0.451,89.0,109.0,102.0,56.0,94.0,91.0,67.0,105.0,94.0,,,,106.0,103.0,105.0,84.0,90.0,82.0,,0.377,0.125,0.132,0.054,0.311,-4.09,-3.16,,1.83,2.08,-3.61,90.8,83.7,81.5,,82.4,78.4,,,,0.2,0.2,0.611,0.5,0.5,0.529,0.435,0.696,0.022,0.333,0.333,0.2,0.273,0.727,0.159,,,,,,,,,,,,,,,,,,,,,
2024-04-20,7:20 PM.,ATL,TEX,away,Partly Cloudy.,69,450203,LF,3,0,1,0,0,0,0,0,0,1,0,0.194,0.313,0.358,0.671,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,73.0,92.0,86.0,0.099,0.289,0.078,,0.424,0.11,-1.4,-0.75,0.39,,0.78,-1.38,94.1,88.5,85.0,93.5,,81.5,0.333,0.433,0.07,,,,0.286,0.571,0.149,0.281,0.517,0.193,0.2,0.309,0.342,0.292,0.6,0.333,,,,,,,,,,,,,,,,,,,,,
2024-04-18,1:10 PM.,DET,TEX,away,Sunny.,62,628317,LF,4,0,0,0,0,0,1,0,0,2,4,0.188,0.312,0.359,0.671,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,0.072,0.225,0.016,0.359,0.016,,-2.6,1.08,-0.02,-0.34,-4.36,,90.8,84.8,,90.4,81.4,76.4,0.294,0.324,0.133,0.31,0.569,0.268,0.333,0.333,0.391,0.359,0.667,0.13,0.5,0.75,0.0,,,,,,,110.0,105.0,110.0,0.312,-0.22,83.9,0.217,0.42,0.303,,,,,,,0.241,0.379,0.207
2024-04-17,1:10 PM.,DET,TEX,away,Cloudy.,69,669373,LF,3,0,0,0,0,0,0,0,0,1,2,0.2,0.333,0.383,0.716,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,,0.271,1.84,,1.25,0.78,,1.13,96.8,,86.3,96.6,88.7,,0.207,0.305,0.16,0.169,0.364,0.346,,,,0.197,0.286,0.277,0.158,0.316,0.175,0.216,0.322,0.461,,,,,,,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,
2024-04-16,1:10 PM.,DET,TEX,away,Sunny.,64,663554,RF,4,0,0,0,0,0,0,0,0,3,0,0.211,0.338,0.404,0.742,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,,,,,,,106.0,105.0,102.0,92.0,108.0,105.0,107.0,101.0,102.0,,,,0.08,0.386,,0.277,,,-0.47,,1.3,-0.46,,,95.5,,,95.5,85.7,,0.293,0.341,0.08,0.271,0.5,0.218,,,,0.306,0.428,0.205,0.261,0.522,0.216,,,,,,,112.0,99.0,102.0,0.181,-1.06,86.2,0.286,0.405,0.322,102.0,90.0,94.0,0.075,-2.21,79.6,,,
2024-04-15,6:40 PM.,DET,TEX,away,Clear.,64,681857,LF,4,0,0,0,0,0,0,0,0,1,1,0.226,0.359,0.434,0.793,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,,,,0.205,0.234,,0.278,0.06,0.223,-0.39,,1.85,2.08,-3.32,-0.05,94.2,,86.5,94.2,84.8,79.0,0.284,0.385,0.076,0.143,0.194,0.455,,,,0.277,0.386,0.101,0.304,0.652,0.295,0.222,0.344,0.429,,,,,,,,,,,,,,,,,,,,,
2024-04-14,1:11 PM.,HOU,TEX,away,Roof Closed.,73,664299,LF,4,1,1,0,0,1,1,0,0,1,3,0.245,0.383,0.469,0.852,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,,,,101.0,88.0,89.0,,,,113.0,93.0,99.0,,,,,0.393,,0.295,,0.268,-1.3,,,0.38,,1.39,91.7,,81.2,,77.5,,,,,0.205,0.341,0.25,,,,0.256,0.535,0.27,0.5,0.667,0.143,0.194,0.306,0.276,,,,,,,,,,,,,81.0,95.0,97.0,0.044,-5.23,75.2,,,
2024-04-13,3:05 PM.,HOU,TEX,away,Roof Closed.,73,669854,LF,3,1,1,0,0,0,0,0,1,1,3,0.244,0.393,0.422,0.815,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,0.383,,0.302,0.094,0.221,-0.42,,,2.24,2.55,-0.16,93.4,,85.2,,86.4,80.1,,,,0.18,0.284,0.333,,,,0.232,0.497,0.192,0.071,0.071,0.376,0.188,0.356,0.343,,,,,,,,,,,,,,,,,,,,,
2024-04-12,7:10 PM.,HOU,TEX,away,Roof Closed.,73,641585,LF,5,2,3,1,0,0,1,0,0,0,1,0.238,0.385,0.429,0.814,641585,jpfrance,"France, J",Right,J.P. France,HOU,7.46,5.71,25.1,90.0,84.0,90.0,0.77,7.82,4.26,11.01,1.78,0.57,0.256,0.419,0.186,0.291,0.38,95.0,85.0,90.0,79.0,94.0,88.0,90.0,84.0,84.0,76.0,104.0,103.0,101.0,116.0,109.0,69.0,95.0,95.0,0.017,0.294,0.238,0.03,0.193,0.227,-2.28,-1.85,2.39,-21.4,0.32,0.6,92.2,86.8,82.3,91.2,78.5,74.2,,,,,,,0.346,0.615,0.224,0.375,0.563,0.151,0.2,0.2,0.381,0.095,0.238,0.297,,,,,,,,,,,,,,,,,,,0.5,1.375,0.3
2024-04-10,7:06 PM.,OAK,TEX,home,Roof Closed.,74,548389,LF,4,1,1,1,0,0,0,0,0,1,3,0.189,0.362,0.378,0.74,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,111.0,105.0,,,,62.0,100.0,87.0,90.0,102.0,90.0,121.0,108.0,112.0,80.0,107.0,92.0,0.142,0.303,0.159,0.134,,0.176,-0.05,0.67,-0.67,-1.89,,-1.87,91.7,87.5,82.7,90.2,84.7,,0.39,0.441,0.078,0.328,0.5,0.157,0.245,0.367,0.156,0.244,0.422,0.175,0.364,0.455,0.179,0.333,0.52,0.241,,,,,,,,,,,,,89.0,105.0,106.0,0.086,-1.1,76.3,,,
2024-04-09,7:09 PM.,OAK,TEX,home,Roof Closed.,74,622072,RF,4,1,1,0,0,1,1,0,0,2,2,0.182,0.372,0.364,0.736,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,,,,82.0,99.0,93.0,74.0,94.0,90.0,,,,0.462,,,0.315,,0.224,,,-1.92,-0.4,,-2.67,,,84.5,90.5,81.4,,0.351,0.635,0.199,0.205,0.25,0.288,,,,,,,,,,0.4,0.6,0.161,,,,,,,,,,,,,,,,,,,,,
2024-04-08,7:07 PM.,HOU,TEX,home,Roof Closed.,74,668874,LF,3,1,0,0,0,0,1,0,1,0,2,0.172,0.385,0.276,0.661,668874,blairhenley,Henley,Right,Blair Henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,6:10 PM.,HOU,TEX,home,Clear.,79,669854,LF,2,0,0,0,0,0,0,0,1,0,1,0.192,0.4,0.308,0.708,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,0.383,,0.302,0.094,0.221,-0.42,,,2.24,2.55,-0.16,93.4,,85.2,,86.4,80.1,,,,0.18,0.284,0.333,,,,0.232,0.497,0.192,0.071,0.071,0.376,0.188,0.356,0.343,,,,,,,,,,,,,,,,,,,,,
2024-04-06,6:08 PM.,HOU,TEX,home,Roof Closed.,74,641585,LF,5,1,3,2,0,0,0,0,0,1,1,0.208,0.406,0.333,0.739,641585,jpfrance,"France, J",Right,J.P. France,HOU,7.46,5.71,25.1,90.0,84.0,90.0,0.77,7.82,4.26,11.01,1.78,0.57,0.256,0.419,0.186,0.291,0.38,95.0,85.0,90.0,79.0,94.0,88.0,90.0,84.0,84.0,76.0,104.0,103.0,101.0,116.0,109.0,69.0,95.0,95.0,0.017,0.294,0.238,0.03,0.193,0.227,-2.28,-1.85,2.39,-21.4,0.32,0.6,92.2,86.8,82.3,91.2,78.5,74.2,,,,,,,0.346,0.615,0.224,0.375,0.563,0.151,0.2,0.2,0.381,0.095,0.238,0.297,,,,,,,,,,,,,,,,,,,0.5,1.375,0.3
2024-04-05,7:07 PM.,HOU,TEX,home,Cloudy.,83,686613,LF,4,0,2,1,0,0,0,0,1,0,1,0.105,0.37,0.158,0.528,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,,0.126,0.16,0.14,0.92,1.7,,0.95,96.0,92.4,88.4,95.6,89.1,,0.275,0.321,0.161,0.2,0.2,0.236,0.23,0.363,0.216,0.244,0.413,0.288,0.237,0.421,0.305,0.221,0.26,0.296,,,,,,,,,,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,
2024-04-02,6:50 PM.,TB,TEX,away,Dome.,72,621107,LF,4,0,0,0,0,0,0,0,0,1,0,0.0,0.318,0.0,0.318,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.09,0.282,0.097,0.188,0.061,-0.64,1.54,0.0,0.46,-1.27,0.21,92.4,88.2,85.6,91.7,79.7,78.8,0.293,0.404,0.133,,,,0.214,0.345,0.223,0.236,0.418,0.248,0.291,0.472,0.333,0.188,0.354,0.105,,,,,,,,,,,,,,,,,,,0.236,0.473,0.203
2024-04-01,6:50 PM.,TB,TEX,away,Dome.,72,686752,RF,3,2,0,0,0,0,0,1,1,0,3,0.0,0.389,0.0,0.389,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,100.0,103.0,100.0,,0.506,0.06,0.173,0.027,0.235,1.07,-0.88,,0.51,-1.47,-0.47,94.9,91.6,85.8,,89.0,80.6,,,,0.267,0.407,0.317,0.276,0.586,0.141,0.181,0.33,0.316,0.167,0.167,0.5,0.216,0.353,0.286,,,,,,,,,,,,,,,,,,,,,
2024-03-31,1:37 PM.,CHC,TEX,home,Roof Closed.,74,696136,RF,2,2,0,0,0,0,0,0,2,1,1,0.0,0.385,0.0,0.385,696136,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.18,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,93.0,92.0,90.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,78.0,103.0,88.0,0.131,0.448,0.014,0.087,0.061,0.258,-0.12,-9.26,-3.86,-4.44,-5.0,1.18,92.6,87.5,82.2,91.7,84.2,78.4,0.419,0.677,0.161,0.444,0.889,0.217,0.667,0.667,0.0,0.264,0.425,0.163,0.667,1.167,0.154,0.17,0.358,0.419,,,,,,,,,,,,,,,,,,,,,
2024-03-30,6:06 PM.,CHC,TEX,home,Roof Closed.,74,543294,LF,3,1,0,0,0,0,1,0,2,0,5,0.0,0.333,0.0,0.333,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,,,,,,,0.355,0.127,,,0.131,0.387,-1.51,,-0.77,,0.52,-0.72,87.7,,80.9,87.6,,74.3,0.333,0.493,0.106,,,,,,,0.237,0.553,0.209,0.22,0.3,0.244,0.267,0.409,0.239,,,,,,,,,,,,,,,,,,,,,
2024-03-28,6:41 PM.,CHC,TEX,home,Roof Closed.,74,657006,LF,3,0,0,0,0,0,0,0,1,0,1,0.0,0.25,0.0,0.25,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.022,0.033,0.38,,0.43,1.81,2.76,0.32,91.6,,86.2,91.6,83.3,79.9,0.292,0.458,0.182,0.16,0.243,0.282,,,,0.253,0.396,0.223,0.0,0.0,0.2,0.222,0.222,0.172,,,,,,,,,,,,,,,,,,,,,
