date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-05-26,1:10 PM.,PHI,COL,home,Partly Cloudy.,66,624133,LF,3,0,0,0,0,0,0,0,0,2,1,0.211,0.318,0.351,0.669,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,101.0,98.0,93.0,0.315,0.195,0.121,0.205,0.163,0.67,-1.68,0.84,1.02,-0.63,91.8,86.5,80.0,90.8,74.4,0.229,0.323,0.35,0.224,0.327,0.18,0.189,0.342,0.339,0.302,0.642,0.162,0.27,0.381,0.101,22.0,85.0,77.0,0.001,-4.62,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,1:06 PM.,SF,COL,away,Sunny.,63,690986,RF,3,0,0,0,0,0,0,0,0,2,2,0.222,0.333,0.37,0.703,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,84.0,95.0,95.0,98.0,100.0,92.0,,,,,,,,0.577,,0.223,0.197,0.2,,,-0.22,-1.64,92.5,,84.8,,80.6,0.287,0.435,0.215,0.249,0.425,0.23,,,,,,,,,,93.0,107.0,97.0,0.003,-11.71,88.2,0.333,0.667,0.5,,,,,,,,,,0.274,0.452,0.277,,,,,,,,,,,,,,,
2024-05-12,1:40 PM.,TEX,COL,home,Partly Cloudy.,52,570632,RF,2,0,0,0,0,0,0,0,1,1,1,0.235,0.35,0.392,0.742,570632,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.43,109.0,98.0,83.0,95.0,0.797,5.78,3.22,8.67,1.07,1.57,0.24,0.411,0.146,0.297,0.397,76.0,94.0,88.0,,,,88.0,97.0,93.0,91.0,99.0,96.0,,,,0.409,0.063,,,0.187,-2.67,,0.74,,-0.66,96.4,,88.7,96.0,,0.2,0.471,0.321,0.385,0.769,0.167,,,,,,,0.271,0.372,0.121,76.0,99.0,98.0,0.341,-0.19,87.0,0.242,0.363,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,6:10 PM.,TEX,COL,home,Cloudy.,64,571760,RF,3,1,0,0,0,0,0,0,0,3,1,0.245,0.351,0.408,0.759,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,20.0,51.0,51.0,0.014,0.501,0.001,0.036,0.17,0.15,-19.13,-4.52,-3.31,0.46,91.5,86.6,83.7,92.2,75.6,0.239,0.384,0.243,0.23,0.412,0.213,0.5,1.1,0.188,,,,0.455,0.455,0.125,79.0,100.0,103.0,0.278,-0.26,82.5,0.26,0.385,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,6:40 PM.,TEX,COL,home,Partly Cloudy.,56,592351,RF,4,0,0,0,0,0,0,0,0,1,4,0.261,0.358,0.435,0.793,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,,,,,0.444,,0.046,0.071,-0.71,,,-0.7,-1.39,94.9,,88.7,,78.9,0.257,0.543,0.19,0.311,0.443,0.15,0.333,0.333,0.267,,,,,,,97.0,105.0,105.0,0.439,0.77,88.6,0.213,0.344,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,1:09 PM.,SF,COL,home,Cloudy.,51,676775,RF,4,1,1,1,0,0,1,0,0,0,1,0.286,0.388,0.476,0.864,676775,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.56,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.079,0.436,0.455,,,,,,,89.0,101.0,95.0,91.0,97.0,93.0,,,,0.192,0.263,,,,-0.92,,-2.92,,,95.7,,,94.8,,,,,0.214,0.5,0.272,,,,,,,0.41,0.692,0.066,127.0,98.0,106.0,0.139,-1.39,87.9,0.321,0.607,0.356,131.0,97.0,113.0,0.405,0.24,88.9,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,
2024-05-08,6:41 PM.,SF,COL,home,Partly Cloudy.,56,663855,RF,4,1,3,1,0,0,0,0,0,1,2,0.289,0.4,0.474,0.874,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,,,,,,,79.0,85.0,79.0,95.0,95.0,94.0,,,,0.515,0.054,,,,-3.85,,-0.02,,,95.4,,,94.5,,,,,0.238,0.381,0.31,,,,,,,0.341,0.498,0.111,125.0,93.0,101.0,0.241,-0.1,81.1,,,,121.0,92.0,106.0,0.191,-0.41,84.3,0.181,0.287,0.408,,,,,,,,,,0.152,0.329,0.376,,,,,,
2024-05-07,6:40 PM.,SF,COL,home,Partly Cloudy.,50,690986,RF,3,0,0,0,0,0,0,0,1,1,1,0.235,0.366,0.412,0.778,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,84.0,95.0,95.0,98.0,100.0,92.0,,,,,,,,0.577,,0.223,0.197,0.2,,,-0.22,-1.64,92.5,,84.8,,80.6,0.287,0.435,0.215,0.249,0.425,0.23,,,,,,,,,,93.0,107.0,97.0,0.003,-11.71,88.2,0.333,0.667,0.5,,,,,,,,,,0.274,0.452,0.277,,,,,,,,,,,,,,,
2024-05-05,1:35 PM.,PIT,COL,away,Cloudy.,73,663559,RF,3,1,2,1,0,1,1,0,1,0,2,0.258,0.378,0.452,0.83,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,,,,0.142,0.484,,0.152,,0.38,,1.23,-1.24,,91.8,,,92.0,77.7,,,,0.255,0.41,0.166,0.305,0.61,0.207,,,,0.26,0.448,0.157,91.0,96.0,96.0,0.216,0.27,86.1,0.245,0.304,0.287,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
2024-05-01,6:41 PM.,MIA,COL,away,Roof Closed.,72,682610,RF,3,0,0,0,0,0,0,0,0,1,1,0.214,0.333,0.286,0.619,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,,,,96.0,97.0,94.0,93.0,94.0,91.0,89.0,96.0,90.0,0.228,0.269,0.212,,0.093,-3.28,-0.08,-0.99,,-2.82,95.4,89.8,89.3,94.9,,0.27,0.595,0.306,0.325,0.714,0.175,,,,0.229,0.471,0.313,0.27,0.554,0.109,103.0,94.0,100.0,0.198,-2.57,85.7,0.261,0.536,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,6:40 PM.,MIA,COL,away,Roof Closed.,72,664350,DH,4,1,0,0,0,0,0,0,0,2,2,0.24,0.367,0.32,0.687,664350,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.11,35.2,101.0,82.0,96.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.109,0.305,0.464,93.0,100.0,100.0,,,,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,,0.314,-1.21,-1.57,-4.7,,1.58,93.8,83.6,85.4,92.7,,0.22,0.22,0.17,0.267,0.433,0.104,,,,0.375,0.518,0.114,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,2:07 PM.,HOU,COL,home,Sunny.,82,664285,RF,3,0,1,0,0,0,1,0,0,1,0,0.286,0.423,0.381,0.804,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,,,,0.458,0.012,,0.313,0.175,-4.64,,1.46,1.59,0.62,94.5,,89.9,94.1,79.7,0.226,0.278,0.354,0.4,1.0,0.273,0.121,0.187,0.398,,,,0.276,0.399,0.116,107.0,102.0,110.0,0.043,-0.2,85.1,0.233,0.467,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,1:09 PM.,SD,COL,home,Partly Cloudy.,68,681190,LF,0,1,0,0,0,0,0,0,1,0,0,0.278,0.435,0.389,0.824,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,124.0,101.0,106.0,92.0,103.0,100.0,103.0,103.0,98.0,107.0,99.0,97.0,0.157,0.285,0.137,0.197,0.124,-0.56,2.22,-1.91,-0.45,-3.49,94.3,90.2,88.6,94.2,82.2,0.365,0.615,0.122,0.301,0.462,0.222,0.234,0.422,0.239,0.228,0.351,0.169,0.429,0.571,0.106,132.0,101.0,109.0,0.1,-0.16,82.4,,,,,,,,,,,,,,,,,,,,,,0.229,0.396,0.247,,,,,,
2024-04-24,6:40 PM.,SD,COL,home,Partly Cloudy.,73,663362,LF,3,0,0,0,0,0,0,0,0,1,1,0.278,0.409,0.389,0.798,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,73.0,108.0,102.0,83.0,98.0,90.0,0.144,0.19,0.086,,,-0.77,1.88,0.64,,,90.6,87.0,,90.0,,,,,0.265,0.513,0.224,,,,0.231,0.385,0.144,0.303,0.404,0.067,115.0,101.0,107.0,0.198,0.5,79.3,,,,,,,,,,,,,,,,,,,,,,0.227,0.454,0.201,77.6,0.382,-1.09,0.246,0.394,0.275
2024-04-23,6:40 PM.,SD,COL,home,Rain.,57,650633,RF,3,0,1,0,0,0,0,1,1,0,2,0.333,0.474,0.467,0.941,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,88.0,105.0,98.0,,,,0.279,0.241,,,0.246,-0.15,,0.68,,1.61,93.7,,86.7,92.9,,0.207,0.286,0.362,0.265,0.402,0.261,,,,,,,0.2,0.376,0.189,115.0,97.0,102.0,0.234,-0.19,82.9,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,0.206,0.304,0.345,,,,,,
2024-04-22,6:40 PM.,SD,COL,home,Partly Cloudy.,73,656302,RF,3,0,1,1,0,0,0,0,0,1,0,0.333,0.467,0.5,0.967,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,,,,113.0,89.0,90.0,,0.435,0.006,,0.009,0.22,-5.11,,,-4.13,96.9,91.8,69.7,,,0.25,1.0,0.2,0.235,0.39,0.203,0.28,0.44,0.286,0.25,1.0,0.0,,,,112.0,100.0,105.0,0.471,1.98,87.2,0.159,0.257,0.447,,,,,,,,,,,,,105.0,95.0,102.0,0.079,-0.95,82.3,0.2,0.267,0.385,,,,,,
2024-04-21,6:11 PM.,SEA,COL,home,Partly Cloudy.,63,676106,RF,4,0,1,1,0,0,0,0,0,2,0,0.333,0.5,0.444,0.944,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.94,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,,,,76.0,103.0,94.0,90.0,100.0,94.0,,,,0.298,0.326,,,0.211,0.6,,-1.17,,0.03,93.4,,86.5,93.2,,0.185,0.323,0.239,0.253,0.443,0.226,,,,,,,0.323,0.538,0.149,97.0,94.0,95.0,0.165,-3.11,84.1,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,6:10 PM.,SEA,COL,home,Overcast.,33,622491,RF,2,0,1,0,0,0,0,0,1,1,0,0.4,0.625,0.4,1.025,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,,,,0.179,0.454,,,0.143,0.97,,-0.41,,-1.63,95.6,,88.1,95.6,,0.287,0.545,0.265,0.203,0.365,0.273,,,,,,,0.298,0.457,0.105,72.0,106.0,108.0,0.224,0.65,85.7,0.207,0.357,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,6:05 PM.,PHI,COL,away,Cloudy.,60,650911,LF,3,1,1,0,0,0,0,0,2,1,1,0.333,0.6,0.333,0.933,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,86.0,52.0,74.0,0.473,,0.001,,0.357,,2.59,-0.55,,1.56,,86.5,85.1,94.5,,0.177,0.22,0.348,,,,,,,,,,0.345,0.481,0.131,102.0,102.0,103.0,0.169,0.65,84.4,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,
